id,title,authors,venue,publishing_date,url,date_found,source_mode,relevance_tier,theme_groups,headline,summary,abstract,notes,is_read,is_starred,user_lists
unknown-2026-seedpolicy-horizon,SeedPolicy: Horizon Scaling via Self-Evolving Diffusion Policy for Robot Manipulation,not specified,arXiv:2603.05117,Mar 2026,https://arxiv.org/abs/2603.05117,2026-03-24,web_survey,definitely,Diffusion & Flow Policies,Self-evolving attention scales diffusion policy horizons by 36.8%,Self-Evolving Gated Attention for scalable horizon extension; 36.8% improvement over standard Diffusion Policy.,"Imitation Learning (IL) enables robots to acquire manipulation skills from expert demonstrations. Diffusion Policy (DP) models multi-modal expert behaviors but suffers performance degradation as observation horizons increase, limiting long-horizon manipulation. The authors propose Self-Evolving Gated Attention (SEGA), a temporal module that maintains a time-evolving latent state via gated attention, enabling efficient recurrent updates that compress long-horizon observations into a fixed-size representation while filtering irrelevant temporal information. Integrating SEGA into DP yields Self-Evolving Diffusion Policy (SeedPolicy), which resolves the temporal modeling bottleneck and enables scalable horizon extension with moderate overhead. On the RoboTwin 2.0 benchmark with 50 manipulation tasks, SeedPolicy outperforms DP and other IL baselines. Averaged across both CNN and Transformer backbones, SeedPolicy achieves 36.8% relative improvement in clean settings and 169% relative improvement in randomized challenging settings over the DP. Compared to vision-language-action models such as RDT with 1.2B parameters, SeedPolicy achieves competitive performance with one to two orders of magnitude fewer parameters, demonstrating strong efficiency and scalability.",,false,false,
unknown-2026-learning-diffusion,Learning Diffusion Policy from Primitive Skills for Robot Manipulation,not specified,arXiv:2601.01948,Jan 2026,https://arxiv.org/abs/2601.01948,2026-03-24,web_survey,definitely,Diffusion & Flow Policies|Controller Composition,Skill-conditioned diffusion policy decomposes manipulation into interpretable primitives,Skill-conditioned Diffusion Policy integrating interpretable skill learning with conditional action planning.,"Diffusion policies have recently shown great promise for generating actions in robotic manipulation, though existing approaches often rely on global instructions to produce short-term control signals, which can result in misalignment in action generation. The authors conjecture that primitive skills—referred to as fine-grained, short-horizon manipulations, such as ""move up"" and ""open the gripper""—provide a more intuitive and effective interface for robot learning. To bridge this gap, they propose SDP, a skill-conditioned diffusion policy that integrates interpretable skill learning with conditional action planning. SDP abstracts eight reusable primitive skills across tasks and employs a vision-language model to extract discrete representations from visual observations and language instructions, with a lightweight router network designed to assign a desired primitive skill for each state, which helps construct a single-skill policy to generate skill-aligned actions.",Also relevant to controller composition,false,false,
unknown-2026-flow-policy,Flow Policy Gradients for Robot Control,not specified,arXiv:2602.02481,Feb 2026,https://arxiv.org/abs/2602.02481,2026-03-24,web_survey,definitely,Diffusion & Flow Policies|Reinforcement Learning,"Flow matching gradients unify locomotion, manipulation, and sim-to-real","Flow matching policy gradients for legged locomotion, humanoid tracking, manipulation, and sim-to-real.","Likelihood-based policy gradient methods are the dominant approach for training robot control policies from rewards. These methods rely on differentiable action likelihoods, which constrain policy outputs to simple distributions like Gaussians. In this work, the authors show how flow matching policy gradients -- a recent framework that bypasses likelihood computation -- can be made effective for training and fine-tuning more expressive policies in challenging robot control settings. The work introduces an improved objective that enables success in legged locomotion, humanoid motion tracking, and manipulation tasks, as well as robust sim-to-real transfer on two humanoid robots. The paper then presents ablations and analysis on training dynamics.",,false,false,
unknown-2026-you-got,You've Got a Golden Ticket: Improving Generative Robot Policies With A Single Noise Vector,not specified,arXiv:2603.15757,Mar 2026,https://arxiv.org/abs/2603.15757,2026-03-24,web_survey,probably,Diffusion & Flow Policies,Single well-chosen noise vector boosts flow matching policy performance,Improves flow matching policy performance using well-chosen constant initial noise.,"This paper addresses the question: ""What happens when a pretrained generative robot policy is provided a constant initial noise as input, rather than repeatedly sampling it from a Gaussian?"" The authors demonstrate that the performance of a pretrained, frozen diffusion or flow matching policy can be improved with respect to a downstream reward by swapping the sampling of initial noise from the prior distribution (typically isotropic Gaussian) with a well-chosen, constant initial noise input—a golden ticket. The authors propose a search method to find golden tickets using Monte-Carlo policy evaluation that keeps the pretrained policy frozen, does not train any new networks, and is applicable to all diffusion/flow matching policies (and therefore many VLAs). Their approach to policy improvement makes no assumptions beyond being able to inject initial noise into the policy and calculate (sparse) task rewards of episode rollouts, making it deployable with no additional infrastructure or models.",,false,false,
unknown-2025-generative-predictive,Generative Predictive Control: Flow Matching Policies for Dynamic Tasks,not specified,arXiv:2502.13406,Feb 2025,https://arxiv.org/abs/2502.13406,2026-03-24,web_survey,definitely,Diffusion & Flow Policies,Flow matching policies handle fast dynamics with warm-start inference,Supervised learning framework for fast-dynamics tasks using flow-matching policies with warm-start inference.,"Generative control policies have recently unlocked major progress in robotics. These methods produce action sequences via diffusion or flow matching, with training data provided by demonstrations. However, existing methods come with two key limitations: they require expert demonstrations, which can be difficult to obtain, and they are limited to relatively slow, quasi-static tasks. The authors leverage a tight connection between sampling-based predictive control and generative modeling to address each of these issues. In particular, they introduce generative predictive control, a supervised learning framework for tasks with fast dynamics that are easy to simulate but difficult to demonstrate. They then show how trained flow-matching policies can be warm-started at inference time, maintaining temporal consistency and enabling high-frequency feedback. The authors believe that generative predictive control offers a complementary approach to existing behavior cloning methods, and hope that it paves the way toward generalist policies that extend beyond quasi-static demonstration-oriented tasks.",,false,false,
unknown-2026-abstracting-robot,Abstracting Robot Manipulation Skills via Mixture-of-Experts Diffusion Policies,not specified,arXiv:2601.21251,Jan 2026,https://arxiv.org/abs/2601.21251,2026-03-24,web_survey,definitely,Diffusion & Flow Policies|Controller Composition,MoE diffusion learns compact skill basis with lower inference cost,MoE diffusion learns compact orthogonal skill basis with higher success rates and lower inference cost.,"Diffusion-based policies have recently shown strong results in robot manipulation, but their extension to multi-task scenarios is hindered by the high cost of scaling model size and demonstrations. The paper introduces Skill Mixture-of-Experts Policy (SMP), a diffusion-based mixture-of-experts policy that learns a compact orthogonal skill basis and uses sticky routing to compose actions from a small, task-relevant subset of experts at each step. A variational training objective supports this design, and adaptive expert activation at inference yields fast sampling without oversized backbones. The authors validate SMP in simulation and on a real dual-arm platform with multi-task learning and transfer learning tasks, where SMP achieves higher success rates and markedly lower inference cost than large diffusion baselines.",Also relevant to controller composition,false,false,
unknown-2025-compose-your,Compose Your Policies! Distribution-level Composition for Diffusion/Flow Robot Policies,not specified,arXiv:2510.01068,Oct 2025,https://arxiv.org/abs/2510.01068,2026-03-24,web_survey,definitely,Diffusion & Flow Policies|Controller Composition,Diffusion/flow policies compose at distribution level without retraining,Distribution-level composition paradigm for enhancing diffusion/flow policy performance without additional training.,"Diffusion-based models for robotic control, including vision-language-action (VLA) and vision-action (VA) policies, have demonstrated significant capabilities. Yet their advancement is constrained by the high cost of acquiring large-scale interaction datasets. This work introduces an alternative paradigm for enhancing policy performance without additional model training. The composed policies can exceed the performance of either parent policy. The work establishes a theoretical foundation showing that the convex composition of distributional scores from multiple diffusion models can yield a superior one-step functional objective compared to any individual score. A Grönwall-type bound is then used to show that this single-step improvement propagates through entire generation trajectories, leading to systemic performance gains.",Also relevant to controller composition,false,false,
unknown-2025-safe-imitation,Towards Safe Imitation Learning via Potential Field-Guided Flow Matching,not specified,arXiv:2508.08707,Aug 2025,https://arxiv.org/abs/2508.08707,2026-03-24,web_survey,definitely,Diffusion & Flow Policies|Imitation Learning,Potential field guidance makes flow matching policies obstacle-aware,PF2MP learns task policies while extracting obstacle information as potential fields from demonstrations.,"Deep generative models, particularly diffusion and flow matching models, have recently shown remarkable potential in learning complex policies through imitation learning. However, the safety of generated motions remains overlooked, particularly in complex environments with inherent obstacles. In this work, we address this critical gap by proposing Potential Field-Guided Flow Matching Policy (PF2MP), a novel approach that simultaneously learns task policies and extracts obstacle-related information, represented as a potential field, from the same set of successful demonstrations. During inference, PF2MP modulates the flow matching vector field via the learned potential field, enabling safe motion generation. By leveraging these complementary fields, our approach achieves improved safety without compromising task success across diverse environments, such as navigation tasks and robotic manipulation scenarios.",Safe flow matching,false,false,
unknown-2026-act-ask,"When to Act, Ask, or Learn: Uncertainty-Aware Policy Steering",not specified,arXiv:2602.22474,Feb 2026,https://arxiv.org/abs/2602.22474,2026-03-24,web_survey,probably,Diffusion & Flow Policies|Conformal Prediction,Learned verifier steers diffusion policy behavior at deployment time,Learned verifier analyzes action samples from diffusion policy for deployment-time adaptation.,"Policy steering is an emerging way to adapt robot behaviors at deployment-time: a learned verifier analyzes low-level action samples proposed by a pre-trained policy (e.g., diffusion policy) and selects only those aligned with the task. While Vision-Language Models (VLMs) are promising general-purpose verifiers due to their reasoning capabilities, existing frameworks often assume these models are well-calibrated. In practice, the overconfident judgment from VLM can degrade the steering performance under both high-level semantic uncertainty in task specifications and low-level action uncertainty or incapability of the pre-trained policy. The paper proposes uncertainty-aware policy steering (UPS), a framework that jointly reasons about semantic task uncertainty and low-level action feasibility, and selects an uncertainty resolution strategy.",Relevant to verification at deployment,false,false,
unknown-2026-one-step,One-Step Flow Policy: Self-Distillation for Fast Visuomotor Policies,not specified,arXiv:2603.12480,Mar 2026,https://arxiv.org/abs/2603.12480,2026-03-24,web_survey,probably,Diffusion & Flow Policies,Self-distillation compresses flow policies to single-step inference,Self-distillation framework for high-fidelity single-step action generation without pre-trained teacher.,"Generative flow and diffusion models provide the continuous, multimodal action distributions needed for high-precision robotic policies. However, their reliance on iterative sampling introduces severe inference latency, degrading control frequency and harming performance in time-sensitive manipulation. To address this problem, the paper proposes the One-Step Flow Policy (OFP), a from-scratch self-distillation framework for high-fidelity, single-step action generation without a pre-trained teacher. OFP unifies a self-consistency loss to enforce coherent transport across time intervals, and a self-guided regularization to sharpen predictions toward high-density expert modes. In addition, a warm-start mechanism leverages temporal action correlations to minimize the generative transport distance. Evaluations across 56 diverse simulated manipulation tasks demonstrate that a one-step OFP achieves state-of-the-art results, outperforming 100-step diffusion and flow policies while accelerating action generation.",,false,false,
unknown-2026-review-online,A Review of Online Diffusion Policy RL Algorithms for Scalable Robotic Control,not specified,arXiv:2601.06133,Jan 2026,https://arxiv.org/abs/2601.06133,2026-03-24,web_survey,probably,Diffusion & Flow Policies|Reinforcement Learning,First taxonomy of online RL methods for diffusion policy fine-tuning,First comprehensive review of Online Diffusion Policy RL algorithms with novel taxonomy.,"Diffusion policies have emerged as a powerful approach for robotic control, demonstrating superior expressiveness in modeling multimodal action distributions compared to conventional policy networks. However, their integration with online reinforcement learning remains challenging due to fundamental incompatibilities between diffusion model training objectives and standard RL policy improvement mechanisms. This paper presents the first comprehensive review and empirical analysis of current Online Diffusion Policy Reinforcement Learning (Online DPRL) algorithms for scalable robotic control systems. The authors propose a novel taxonomy that categorizes existing approaches into four distinct families--Action-Gradient, Q-Weighting, Proximity-Based, and Backpropagation Through Time (BPTT) methods--based on their policy improvement mechanisms. Through extensive experiments on a unified NVIDIA Isaac Lab benchmark encompassing 12 diverse robotic tasks, they systematically evaluate representative algorithms across five critical dimensions: task diversity, parallelization capability, diffusion step scalability, cross-embodiment generalization, and environmental robustness. Their analysis identifies key findings regarding fundamental trade-offs inherent in each algorithmic family, particularly concerning sample efficiency and scalability, reveals critical computational and algorithmic bottlenecks that limit practical deployment, and provides concrete guidelines for algorithm selection and future research directions.",Survey,false,false,
unknown-2024-what-matters,What Matters in Building Vision-Language-Action Models for Generalist Robots,not specified,arXiv:2412.14058,Dec 2024,https://arxiv.org/abs/2412.14058,2026-03-24,web_survey,definitely,VLA & Generalist Policies,"Backbone, architecture, and data choices that make or break VLA performance","Key factors influencing VLA performance: backbone selection, architecture, cross-embodiment data.","The work discloses the key factors that significantly influence the performance of VLA on robot manipulation problems and focuses on answering three essential design choices: which backbone to select, how to formulate the VLA architectures, and when to add cross-embodiment data. The obtained results led to the development of a new family of VLAs called RoboVLMs, which require very few manual designs and achieve state-of-the-art performance in three simulation tasks and real-world experiments. Through extensive experiments involving over 8 VLM backbones, 4 policy architectures, and over 600 distinct designed experiments, the work provides a detailed guidebook for the future design of VLAs. The paper specifically addresses four key questions: why to prefer VLAs for generalist robot policies, which VLM backbone works best, how to formulate VLAs architecturally, and when to leverage cross-embodiment datasets for training improvements.",,false,false,
unknown-2026-xiaomi-robotics,Xiaomi-Robotics-0: Open-Sourced Vision-Language-Action Model with Real-Time Execution,not specified,arXiv:2602.12684,Feb 2026,https://arxiv.org/abs/2602.12684,2026-03-24,web_survey,probably,VLA & Generalist Policies,Open-source VLA model runs in real-time for generalist robot control,Open-source VLA model with real-time execution for generalist robot control.,"Xiaomi-Robotics-0 is an advanced vision-language-action (VLA) model optimized for high performance and fast and smooth real-time execution. The key to the method lies in a carefully designed training recipe and deployment strategy. Xiaomi-Robotics-0 is first pre-trained on large-scale cross-embodiment robot trajectories and vision-language data, endowing it with broad and generalizable action-generation capabilities while avoiding catastrophic forgetting of the visual-semantic knowledge of the underlying pre-trained VLM. During post-training, several techniques are proposed for training the VLA model for asynchronous execution to address the inference latency during real-robot rollouts. The model is evaluated extensively in simulation benchmarks and on two challenging real-robot tasks that require precise and dexterous bimanual manipulation. Results show that the method achieves state-of-the-art performance across all simulation benchmarks. Moreover, Xiaomi-Robotics-0 can roll out fast and smoothly on real robots using a consumer-grade GPU, achieving high success rates and throughput on both real-robot tasks.",,false,false,
unknown-2026-omniguide-universal,OmniGuide: Universal Guidance Fields for Enhancing Generalist Robot Policies,not specified,arXiv:2603.10052,Mar 2026,https://arxiv.org/abs/2603.10052,2026-03-24,web_survey,probably,VLA & Generalist Policies,Universal guidance fields enhance any generalist robot policy,Framework enhancing generalist policies with universal guidance fields.,"Vision-language-action (VLA) models have shown great promise as generalist policies for a large range of relatively simple tasks. However, they demonstrate limited performance on more complex tasks, such as those requiring complex spatial or semantic understanding, manipulation in clutter, or precise manipulation. The paper proposes OMNIGUIDE, a flexible framework that improves VLA performance on such tasks by leveraging arbitrary sources of guidance, such as 3D foundation models, semantic-reasoning VLMs, and human pose models. The researchers show how many kinds of guidance can be naturally expressed as differentiable energy functions with task-specific attractors and repellers located in 3D space, that influence the sampling of VLA actions. OmniGuide consistently improves the base VLA models across different metrics, including increasing success rates from 24.2% to 92.4% and collision avoidance rates from 7.0% to 93.5%, all without incurring significant execution latencies or requiring retraining.",,false,false,
unknown-2026-cosmos-policy,Cosmos Policy: Fine-Tuning Video Models for Visuomotor Control and Planning,not specified,arXiv:2601.16163,Jan 2026,https://arxiv.org/abs/2601.16163,2026-03-24,web_survey,probably,VLA & Generalist Policies,Large video models become effective robot policies via single-stage tuning,Adapts large pretrained video models into effective robot policies through single-stage post-training.,"Recent video generation models demonstrate remarkable ability to capture complex physical interactions and scene evolution over time. To leverage their spatiotemporal priors, robotics works have adapted video models for policy learning but introduce complexity by requiring multiple stages of post-training and new architectural components for action generation. In this work, we introduce Cosmos Policy, a simple approach for adapting a large pretrained video model (Cosmos-Predict2) into an effective robot policy through a single stage of post-training on the robot demonstration data collected on the target platform, with no architectural modifications. Cosmos Policy learns to directly generate robot actions encoded as latent frames within the video model's latent diffusion process, harnessing the model's pretrained priors and core learning algorithm to capture complex action distributions. Additionally, Cosmos Policy generates future state images and values (expected cumulative rewards), which are similarly encoded as latent frames, enabling test-time planning of action trajectories with higher likelihood of success. Cosmos Policy achieves state-of-the-art performance on the LIBERO and RoboCasa simulation benchmarks (98.5% and 67.1% average success rates, respectively) and the highest average score in challenging real-world bimanual manipulation tasks, outperforming strong diffusion policies trained from scratch, video model-based policies, and state-of-the-art vision-language-action models fine-tuned on the same robot demonstrations. Furthermore, given policy rollout data, Cosmos Policy can learn from experience to refine its world model and value function and leverage model-based planning to achieve even higher success rates in challenging tasks.",,false,false,
unknown-2025-strengthening-generative,Strengthening Generative Robot Policies through Predictive World Modeling,not specified,arXiv:2502.00622,Feb 2025,https://arxiv.org/abs/2502.00622,2026-03-24,web_survey,probably,VLA & Generalist Policies,World models strengthen generative policy performance,World models for strengthening generative robot policies.,"The paper presents generative predictive control (GPC), a learning control framework that (i) clones a generative diffusion-based policy from expert demonstrations, (ii) trains a predictive action-conditioned world model from both expert demonstrations and random explorations, and (iii) synthesizes an online planner that ranks and optimizes the action proposals from (i) by looking ahead into the future using the world model from (ii). Across a variety of robotic manipulation tasks, GPC consistently outperforms behavior cloning in both state-based and vision-based settings, in simulation and in the real world.",,false,false,
unknown-2026-vpwem-non,VPWEM: Non-Markovian Visuomotor Policy with Working and Episodic Memory,not specified,arXiv:2603.04910,Mar 2026,https://arxiv.org/abs/2603.04910,2026-03-24,web_survey,probably,VLA & Generalist Policies,Working + episodic memory boost visuomotor policy by 20%+ over diffusion/VLA,Non-Markovian policy with working and episodic memories outperforming diffusion policies and VLAs by 20%+.,"Imitation learning from human demonstrations has achieved significant success in robotic control, yet most visuomotor policies still condition on single-step observations or short-context histories, making them struggle with non-Markovian tasks that require long-term memory. Simply enlarging the context window incurs substantial computational and memory costs and encourages overfitting to spurious correlations, leading to catastrophic failures under distribution shift and violating real-time constraints in robotic systems. In this paper, we propose VPWEM, a non-Markovian visuomotor policy equipped with working and episodic memories. The compressor uses self-attention over a cache of past summary tokens and cross-attention over a cache of historical observations, and is trained jointly with the policy. We instantiate VPWEM on diffusion policies to exploit both short-term and episode-wide information for action generation with nearly constant memory and computation per step. Experiments demonstrate that VPWEM outperforms state-of-the-art baselines including diffusion policies and vision-language-action (VLA) models by more than 20% on the memory-intensive manipulation tasks in MIKASA and achieves an average 5% improvement on the mobile manipulation benchmark MoMaRT.",,false,false,
unknown-2026-learning-adaptive,Learning Adaptive Cross-Embodiment Visuomotor Policy with Contrastive Prompt Orchestration,not specified,arXiv:2602.01040,Feb 2026,https://arxiv.org/abs/2602.01040,2026-03-24,web_survey,probably,VLA & Generalist Policies,Contrastive prompts enable one visuomotor policy across different robots,Contrastive prompt learning and adaptive orchestration for cross-embodiment visuomotor policies.,"Learning adaptive visuomotor policies for embodied agents remains a formidable challenge, particularly when facing cross-embodiment variations such as diverse sensor configurations and dynamic properties. Conventional learning approaches often struggle to separate task-relevant features from domain-specific variations (e.g., lighting, field-of-view, and rotation), leading to poor sample efficiency and catastrophic failure in unseen environments. To bridge this gap, the authors propose ContrAstive Prompt Orchestration (CAPO), a novel approach for learning visuomotor policies that integrates contrastive prompt learning and adaptive prompt orchestration. For prompt learning, they devise a hybrid contrastive learning strategy that integrates visual, temporal action, and text objectives to establish a pool of learnable prompts, where each prompt induces a visual representation encapsulating fine-grained domain factors. Based on these learned prompts, they introduce an adaptive prompt orchestration mechanism that dynamically aggregates these prompts conditioned on current observations, enabling the agent to adaptively construct optimal state representations by identifying dominant domain factors instantaneously, and the policy optimization is effectively shielded from irrelevant interference, preventing the common issue of overfitting to source domains. Extensive experiments demonstrate that CAPO significantly outperforms state-of-the-art baselines in sample efficiency and asymptotic performance, and it exhibits superior zero-shot adaptation across unseen target domains characterized by drastic environmental and physical shifts.",,false,false,
unknown-2024-gsc-graph,GSC: A Graph-based Skill Composition Framework for Robot Learning,not specified,Robotics and Autonomous Systems,Sep 2024,https://www.sciencedirect.com/science/article/abs/pii/S0921889024001714,2026-03-24,web_survey,definitely,Controller Composition,GNN-based skill graphs enable compositional robot learning,Graph Neural Networks model skill sets as graphs; transformer-style architecture for skill composition.,"Humans excel at performing a wide range of sophisticated tasks by leveraging skills acquired from prior experiences. This characteristic is especially essential in robotics empowered by deep reinforcement learning, as learning every skill from scratch is time-consuming and may not always be feasible. With the prior skills incorporated, skill composition aims to accelerate the learning process on new robotic tasks. Previous works have given insight into combining pre-trained task-agnostic skills, whereas skills are transformed into fixed order representation, resulting in poor capturing of potential complex skill relations. The paper proposes a Graph-based framework for Skill Composition (GSC). To learn rich structural information, a carefully designed skill graph is taken as the first-order graph, where skill representations are taken as nodes and skill relations are utilized as edges. Furthermore, to allow it trained efficiently on large-scale skill set, a transformer-style graph updating method is employed to achieve high-order information aggregation. The simulation experiments indicate that GSC outperforms the state-of-the-art methods on various challenging tasks. Additionally, the technique is successfully applied to the navigation task on a real quadruped robot.",,false,false,
unknown-2022-residual-skill,Residual Skill Policies: Learning an Adaptable Skill-based Action Space for RL in Robotics,not specified,OpenReview (ICLR 2026 submission),Dec 2022,https://openreview.net/forum?id=0nb97NQypbK,2026-03-24,web_survey,probably,Controller Composition|Reinforcement Learning,Residual learning creates adaptable skill-based action spaces for RL,Skill-based action space for compositional reinforcement learning in robotics.,"Skill-based reinforcement learning (RL) has emerged as a promising strategy to leverage prior knowledge for accelerated robot learning. Skills are typically extracted from expert demonstrations and are embedded into a latent space from which they can be sampled as actions by a high-level RL agent. However, this skill space is expansive, and not all skills are relevant for a given robot state, making exploration difficult. Furthermore, the downstream RL agent is limited to learning structurally similar tasks to those used to construct the skill space. The authors propose accelerating exploration in the skill space using state-conditioned generative models to directly bias the high-level agent towards only sampling skills relevant to a given state based on prior experience. Next, they propose a low-level residual policy for fine-grained skill adaptation enabling downstream RL agents to adapt to unseen task variations. The approach is validated across four challenging manipulation tasks that differ from those used to build the skill space, demonstrating the ability to learn across task variations while significantly accelerating exploration, outperforming prior works.",,false,false,
unknown-2026-conceptact-episode,ConceptACT: Episode-Level Concepts for Sample-Efficient Robotic Imitation Learning,not specified,arXiv:2601.17135,Jan 2026,https://arxiv.org/abs/2601.17135,2026-03-24,web_survey,probably,Imitation Learning,Semantic concept annotations make ACT more sample-efficient,Extension of ACT leveraging semantic concept annotations for improved learning efficiency.,"Imitation learning enables robots to acquire complex manipulation skills from human demonstrations, but current methods rely solely on low-level sensorimotor data while ignoring the rich semantic knowledge humans naturally possess about tasks. ConceptACT is an extension of Action Chunking with Transformers that leverages episode-level semantic concept annotations during training to improve learning efficiency. Unlike language-conditioned approaches that require semantic input at deployment, ConceptACT uses human-provided concepts (object properties, spatial relationships, task constraints) exclusively during demonstration collection, adding minimal annotation burden. Concepts are integrated using a modified transformer architecture in which the final encoder layer implements concept-aware cross-attention, supervised to align with human annotations. Through experiments on two robotic manipulation tasks with logical constraints, ConceptACT converges faster and achieves superior sample efficiency compared to standard ACT. Architectural integration through attention mechanisms significantly outperforms naive auxiliary prediction losses or language-conditioned models, demonstrating that properly integrated semantic supervision provides powerful inductive biases for more efficient robot learning.",,false,false,
unknown-2025-manilong-shot,ManiLong-Shot: Interaction-Aware One-Shot Imitation Learning for Long-Horizon Manipulation,not specified,arXiv:2512.16302,Dec 2025,https://arxiv.org/abs/2512.16302,2026-03-24,web_survey,probably,Imitation Learning,One-shot imitation handles long-horizon manipulation from a single demo,One-shot imitation learning for long-horizon prehensile manipulation from single demonstrations.,"One-shot imitation learning (OSIL) offers a promising way to teach robots new skills without large-scale data collection. However, current OSIL methods are primarily limited to short-horizon tasks, thus limiting their applicability to complex, long-horizon manipulations. To address this limitation, ManiLong-Shot proposes a novel framework that enables effective OSIL for long-horizon prehensile manipulation tasks. ManiLong-Shot structures long-horizon tasks around physical interaction events, reframing the problem as sequencing interaction-aware primitives instead of directly imitating continuous trajectories. This primitive decomposition can be driven by high-level reasoning from a vision-language model (VLM) or by rule-based heuristics derived from robot state changes. For each primitive, ManiLong-Shot predicts invariant regions critical to the interaction, establishes correspondences between the demonstration and the current observation, and computes the target end-effector pose, enabling effective task execution. Extensive simulation experiments show that ManiLong-Shot, trained on only 10 short-horizon tasks, generalizes to 20 unseen long-horizon tasks across three difficulty levels via one-shot imitation, achieving a 22.8% relative improvement over the SOTA. Additionally, real-robot experiments validate ManiLong-Shot's ability to robustly execute three long-horizon manipulation tasks via OSIL, confirming its practical applicability.",,false,false,
unknown-2026-learning-diverse,Learning Diverse Skills for Behavior Models with Mixture of Experts,not specified,arXiv:2601.12397,Jan 2026,https://arxiv.org/abs/2601.12397,2026-03-24,web_survey,probably,Imitation Learning|Controller Composition,MoE learns diverse manipulation skills with specialized observation routing,Di-BM framework learning diverse manipulation skills using MoE with specialized observation distributions.,"Imitation learning has demonstrated strong performance in robotic manipulation by learning from large-scale human demonstrations. While existing models excel at single-task learning, it is observed in practical applications that their performance degrades in the multi-task setting, where interference across tasks leads to an averaging effect. To address this issue, the authors propose to learn diverse skills for behavior models with Mixture of Experts, referred to as Di-BM. Di-BM associates each expert with a distinct observation distribution, enabling experts to specialize in sub-regions of the observation space. Specifically, they employ energy-based models to represent expert-specific observation distributions and jointly train them alongside the corresponding action models. The approach is plug-and-play and can be seamlessly integrated into standard imitation learning methods. Extensive experiments on multiple real-world robotic manipulation tasks demonstrate that Di-BM significantly outperforms state-of-the-art baselines.",,false,false,
unknown-2025-behavior-cloning,Beyond Behavior Cloning: Robustness through Interactive Imitation and Contrastive Learning,not specified,arXiv:2502.07645,Feb 2025,https://arxiv.org/abs/2502.07645,2026-03-24,web_survey,probably,Imitation Learning,Interactive imitation + contrastive learning make cloned policies more robust,Extends behavior cloning with interactive imitation and contrastive learning for robustness.,"Behavior cloning (BC) traditionally relies on demonstration data, assuming the demonstrated actions are optimal. This can lead to overfitting under noisy data, particularly when expressive models are used (e.g., the energy-based model in Implicit BC). To address this, the authors extend behavior cloning into an iterative process of optimal action estimation within the Interactive Imitation Learning framework, specifically introducing Contrastive policy Learning from Interactive Corrections (CLIC). CLIC leverages human corrections to estimate a set of desired actions and optimizes the policy to select actions from this set. Extensive simulation and real-robot experiments validate CLIC's advantages over existing state-of-the-art methods, including stable training of energy-based models, robustness to feedback noise, and adaptability to diverse feedback types beyond demonstrations.",,false,false,
unknown-2026-transcurriculum-multi,TransCurriculum: Multi-Dimensional Curriculum Learning for Fast & Stable Locomotion,not specified,arXiv:2603.14156,Mar 2026,https://arxiv.org/abs/2603.14156,2026-03-24,web_survey,probably,Reinforcement Learning,"Transformer-based curriculum adapts terrain, speed, and randomization for locomotion","Transformer-based curriculum learning adapting velocity, terrain difficulty, domain randomization for quadrupedal locomotion.","High-speed legged locomotion struggles with stability and transfer losses at higher command velocities during deployment. One reason is that most curricula vary difficulty along single axis, for example increase the range of command velocities, terrain difficulty, or domain parameters (e.g. friction or payload mass) using either fixed update rule or instantaneous rewards while ignoring how the history of robot training has evolved. The authors propose TransCurriculum, a transformer-based multi-dimensional curriculum learning approach for agile quadrupedal locomotion that adapts to 3 axes: velocity command targets, terrain difficulty, and domain randomization parameters (friction and payload mass). Rather than feeding task reward history directly into the low-level control policy, their formulation exploits it at the curriculum level.",,false,false,
unknown-2026-apex-learning,APEX: Learning Adaptive High-Platform Traversal for Humanoid Robots,not specified,arXiv:2602.11143,Feb 2026,https://arxiv.org/abs/2602.11143,2026-03-24,web_survey,probably,Reinforcement Learning,RL composes climbing + locomotion for humanoid platform traversal,Terrain-conditioned RL composing climbing and locomotion skills for humanoid platform traversal.,"Humanoid locomotion has advanced rapidly with deep reinforcement learning (DRL), enabling robust feet-based traversal over uneven terrain. Yet platforms beyond leg length remain largely out of reach because current RL training paradigms often converge to jumping-like solutions that are high-impact, torque-limited, and unsafe for real-world deployment. To address this gap, APEX is a system for perceptive, climbing-based high-platform traversal that composes terrain-conditioned behaviors: climb-up and climb-down at vertical edges, walking or crawling on the platform, and stand-up and lie-down for posture reconfiguration. Central to the approach is a generalized ratchet progress reward for learning contact-rich, goal-reaching maneuvers. It tracks the best-so-far task progress and penalizes non-improving steps, providing dense yet velocity-free supervision that enables efficient exploration under strong safety regularization.",,false,false,
